Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Housing units in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT1;AT13;AT130;91100;91105;5710;5346;364;364;2346;1625;1296;79;324;155;5109;122;377;1033;4137;163;828;1818;2460;502;102;5620;90;5536;174;5676;34;5706;4;5452;62;162;34;443;74;5153;2;38;826;2841;1799;244;133;1144;869;1201;378;384;741;347;513;449;80;223;1359;1809;1790;20111031
AT1;AT13;AT130;91100;91106;156;133;23;23;41;38;49;5;68;0;76;12;3;21;115;17;25;32;45;45;9;138;18;145;11;146;10;150;6;135;7;4;10;75;0;78;0;3;71;82;1;2;45;31;5;0;0;3;57;1;14;76;2;14;41;23;0;20111031
AT1;AT13;AT130;91100;91107;3695;3141;554;554;1242;1063;771;65;829;60;2704;102;370;466;2758;101;618;960;1626;446;45;3574;121;3634;61;3622;73;3690;5;3500;84;38;73;999;52;2627;6;11;1235;2025;353;82;278;209;370;1841;245;115;301;81;255;1007;52;54;142;1016;1424;20111031
AT1;AT13;AT130;91100;91108;370;356;14;14;118;120;117;1;1;1;357;11;28;29;301;12;33;20;208;103;6;370;0;370;0;370;0;370;0;370;0;0;0;69;0;294;4;3;3;0;359;8;2;1;1;0;7;0;346;4;9;74;2;0;18;72;204;20111031
AT1;AT13;AT130;91100;91109;1036;924;112;112;295;260;328;41;273;80;626;57;18;99;744;175;49;168;422;252;145;1019;17;1030;6;1024;12;1035;1;1011;11;2;12;289;74;657;7;9;588;64;374;10;93;36;57;35;97;175;149;36;358;297;76;70;60;328;205;20111031
AT1;AT13;AT130;91100;91110;11128;10715;413;413;3646;3333;3506;230;337;736;9819;236;345;1224;9158;401;607;1909;6140;2347;125;11066;62;11109;19;11094;34;11125;3;11044;40;10;34;537;76;10470;14;31;2169;4697;4075;187;107;58;65;686;3527;978;3813;415;1479;554;84;135;639;2095;7621;20111031
AT1;AT13;AT130;91100;91111;2172;1843;329;329;729;571;503;40;325;123;1633;91;237;462;1385;88;470;527;814;284;77;2055;117;2108;64;2116;56;2165;7;1983;89;44;56;323;50;1763;5;31;621;1033;496;22;456;131;225;101;745;34;291;56;133;333;60;44;260;733;742;20111031
AT1;AT13;AT130;91100;91112;171;137;34;34;41;59;29;8;83;12;56;20;6;20;112;33;12;16;60;53;30;151;20;167;4;162;9;169;2;144;17;1;9;72;26;66;0;7;132;3;36;0;14;27;29;21;15;14;4;2;45;76;26;33;36;0;0;20111031
AT1;AT13;AT130;91100;91113;2612;2263;349;349;974;806;461;22;401;272;1797;142;285;374;1814;139;499;421;1219;377;96;2556;56;2589;23;2584;28;2612;0;2525;39;20;28;444;30;2123;0;15;1032;55;1422;103;86;61;114;473;273;780;409;185;231;449;36;17;329;628;1153;20111031
AT1;AT13;AT130;91200;91201;2371;1943;428;428;915;538;451;39;58;416;1655;242;282;489;1553;47;550;639;909;245;28;2239;132;2272;99;2140;231;2358;13;2052;66;22;231;5;14;2256;18;78;1655;404;145;167;1076;101;275;555;171;82;17;18;76;19;30;83;302;1312;625;20111031
AT1;AT13;AT130;91200;91202;9551;8485;1066;1066;4032;2330;1966;157;119;1281;7590;561;1134;2243;5977;197;2864;2884;2781;967;55;8955;596;8872;679;8622;929;9528;23;7905;299;418;929;5;10;9467;12;57;4302;3539;1315;395;2729;3230;974;296;634;340;791;437;120;12;14;57;488;4842;4138;20111031
AT1;AT13;AT130;91200;91203;2718;2496;222;222;1275;634;526;61;10;2;2541;165;394;919;1383;22;1101;972;598;42;5;2641;77;2563;155;2710;8;2718;0;2500;58;152;8;0;8;2701;0;9;0;2618;0;100;0;1354;1260;0;4;0;0;100;0;0;8;14;426;1580;690;20111031
AT1;AT13;AT130;91200;91204;5141;4128;1013;1013;2002;1139;920;67;166;1217;3254;504;687;1145;3158;151;1412;1325;1827;496;81;4820;321;4897;244;4546;595;5120;21;4350;137;59;595;21;50;4860;15;195;3556;649;487;449;1822;199;1066;750;328;463;268;114;131;36;76;246;817;2645;1321;20111031
AT1;AT13;AT130;91200;91205;5065;4222;843;843;2081;1144;933;64;81;927;3715;342;651;894;3389;131;1214;1303;1932;544;72;4777;288;4811;254;4474;591;5042;23;4248;148;78;591;6;10;4943;0;106;2874;741;783;667;2019;325;571;1075;285;569;65;112;44;14;24;70;604;2111;2242;20111031
AT1;AT13;AT130;91200;91206;5462;4393;1069;1069;2154;1192;985;62;140;931;3987;404;747;993;3507;215;1416;1143;1997;767;139;5062;400;5135;327;4653;809;5427;35;4380;189;84;809;16;20;5300;34;92;4411;206;556;289;3481;228;177;404;594;152;156;57;213;29;34;148;676;2778;1797;20111031
AT1;AT13;AT130;91200;91207;3743;3323;420;420;1619;963;691;50;119;465;3006;153;290;629;2724;100;783;1320;1205;381;54;3655;88;3574;169;3703;40;3740;3;3485;62;156;40;66;64;3535;27;51;885;2025;771;62;180;1180;1511;506;162;97;66;9;32;68;64;374;1181;1595;461;20111031
AT1;AT13;AT130;91200;91208;2760;2233;527;527;1085;649;466;33;310;170;2100;180;482;570;1645;63;902;654;996;185;23;2578;182;2561;199;2357;403;2743;17;2191;90;76;403;356;18;2348;0;38;1565;453;473;269;919;343;199;626;145;99;349;38;42;361;24;22;248;1254;851;20111031
AT1;AT13;AT130;91200;91209;3358;3076;282;282;1093;774;979;230;361;23;2899;75;349;619;2193;197;899;289;1587;497;86;3336;22;3248;110;3349;9;3357;1;3229;15;105;9;402;34;2921;0;1;422;2917;11;8;0;59;874;550;1171;615;45;26;18;403;34;77;594;718;1532;20111031
AT1;AT13;AT130;91200;91210;5151;4434;717;717;1912;1284;1187;51;606;532;3795;218;445;830;3578;298;895;1198;2117;798;143;5003;148;5004;147;5011;140;5146;5;4807;110;94;140;884;100;4040;13;114;1996;921;2118;116;412;488;723;1011;119;288;227;911;972;918;126;178;773;1303;1853;20111031
AT1;AT13;AT130;91200;91211;5376;4542;834;834;2106;1353;1034;49;388;1194;3440;354;376;663;3930;407;619;990;2447;1063;257;5213;163;5284;92;5219;157;5362;14;5070;109;40;157;758;156;4352;13;97;2870;709;1419;378;1058;868;774;638;478;615;633;206;106;784;164;409;1751;1738;530;20111031
AT1;AT13;AT130;91300;91301;340;246;94;94;122;71;52;1;4;24;271;41;19;28;258;35;29;50;119;92;50;328;12;331;9;327;13;340;0;316;9;2;13;5;8;291;0;36;84;256;0;0;227;62;8;26;0;0;7;0;10;7;12;122;107;65;27;20111031
AT1;AT13;AT130;91300;91302;3789;2943;846;846;1337;820;742;44;418;1100;1862;409;257;342;2319;871;376;479;1021;930;983;3702;87;3740;49;3730;59;3785;4;3633;70;27;59;206;220;3232;10;121;3055;271;162;301;1512;348;502;652;335;234;84;71;51;241;250;704;1491;924;179;20111031
AT1;AT13;AT130;91300;91303;5703;4573;1130;1130;2278;1341;907;47;181;1423;3540;559;495;805;4051;352;915;1073;2272;1169;274;5562;141;5641;62;5610;93;5701;2;5476;105;29;93;92;64;5253;188;106;3432;611;707;953;1110;296;1346;918;629;799;328;121;156;106;72;285;1783;2393;1064;20111031
AT1;AT13;AT130;91300;91304;5989;4831;1158;1158;2239;1384;1144;64;946;1754;2744;545;481;690;3983;835;818;1023;1965;1338;845;5852;137;5865;124;5903;86;5983;6;5694;110;99;86;811;262;4801;18;97;4356;469;819;345;1235;441;1273;1051;839;573;350;107;120;844;272;727;2118;1645;383;20111031
AT1;AT13;AT130;91300;91305;2765;2032;733;733;861;633;523;15;950;616;1006;193;294;334;1654;483;458;572;778;507;450;2690;75;2695;70;2715;50;2763;2;2597;67;51;50;1002;154;1588;10;11;1958;405;312;90;175;494;816;509;316;151;119;100;85;1015;154;285;762;486;63;20111031
AT1;AT13;AT130;91300;91306;1572;1295;277;277;618;378;283;16;240;469;720;143;89;200;1044;239;159;282;580;340;211;1537;35;1558;14;1552;20;1570;2;1518;28;6;20;196;98;1245;1;32;1099;24;336;113;255;138;125;244;298;170;210;84;48;211;102;122;474;534;129;20111031
AT1;AT13;AT130;91300;91307;1786;1601;185;185;745;494;335;27;259;172;1263;92;121;182;1297;186;170;410;774;287;145;1741;45;1776;10;1776;10;1786;0;1724;43;9;10;256;80;1438;5;7;743;668;275;100;188;125;531;726;59;16;28;22;91;262;82;67;1035;340;0;20111031
AT1;AT13;AT130;91300;91308;4088;3252;836;836;1569;983;668;32;573;839;2280;396;479;573;2629;407;714;842;1460;710;362;4010;78;4030;58;4009;79;4084;4;3905;67;37;79;574;124;3311;33;46;2197;1024;600;267;571;322;748;782;833;230;339;105;158;593;132;411;1170;1323;459;20111031
AT1;AT13;AT130;91300;91309;2750;2189;561;561;1030;670;465;24;76;117;2166;391;581;385;1631;153;854;700;889;243;64;2660;90;2669;81;2741;9;2749;1;2585;76;80;9;938;46;1754;9;3;329;2116;300;5;24;1368;578;237;162;356;20;3;2;944;46;233;890;235;402;20111031
AT1;AT13;AT130;91300;91310;175;32;143;143;9;10;13;0;135;0;9;31;26;53;90;6;130;9;21;11;4;172;3;175;0;174;1;175;0;171;3;0;1;140;4;25;0;6;135;39;0;1;21;6;73;26;5;32;8;2;2;141;4;24;6;0;0;20111031
AT1;AT13;AT130;91300;91311;2378;1909;469;469;642;634;599;34;1727;152;289;210;108;94;1385;791;129;197;540;759;753;2288;90;2327;51;2351;27;2376;2;2232;75;44;27;1817;272;274;0;15;2253;23;48;54;16;770;294;370;344;225;181;101;77;1827;274;189;48;40;0;20111031
AT1;AT13;AT130;91400;91401;4157;3524;633;633;1706;1059;727;32;151;959;2766;281;494;628;2748;287;938;896;1690;533;100;3910;247;3928;229;3615;542;4139;18;3455;101;59;542;75;36;3995;0;51;2780;278;616;483;1971;194;304;367;442;295;187;343;54;88;46;119;669;1653;1582;20111031
AT1;AT13;AT130;91400;91402;5000;4209;791;791;2089;1106;948;66;124;374;4228;274;924;1119;2804;153;1885;1245;1420;386;64;4465;535;4554;446;3918;1082;4969;31;3528;224;166;1082;9;18;4915;0;58;3417;1040;335;208;3251;867;151;62;85;227;159;183;15;13;26;64;320;2533;2044;20111031
AT1;AT13;AT130;91400;91403;5389;4476;913;913;2196;1257;965;58;252;1112;3580;445;563;829;3602;395;1123;975;1860;1079;352;5108;281;5154;235;5144;245;5381;8;4800;183;161;245;49;82;5131;2;125;3514;1094;486;295;2090;1206;473;591;572;116;256;37;48;63;96;357;1562;2524;787;20111031
AT1;AT13;AT130;91400;91404;10944;9787;1157;1157;4704;2869;2122;92;131;1568;8749;496;1461;1992;7250;241;2873;2715;4189;1088;79;10324;620;10445;499;9919;1025;10902;42;9390;328;201;1025;11;14;10824;3;92;4661;2905;2326;1052;3320;1346;1271;1139;988;1469;932;303;176;23;22;73;646;4943;5237;20111031
AT1;AT13;AT130;91400;91405;2670;2067;603;603;891;659;496;21;802;51;1580;237;390;392;1683;205;799;414;941;379;137;2573;97;2527;143;2590;80;2665;5;2411;65;114;80;1377;90;1185;0;18;1034;918;504;214;168;1408;139;158;234;160;104;101;198;1388;94;35;256;499;398;20111031
AT1;AT13;AT130;91400;91406;6752;5971;781;781;2875;1771;1264;61;188;1279;4922;363;730;1110;4639;273;1399;1593;2679;945;136;6380;372;6492;260;6211;541;6717;35;5965;185;61;541;81;82;6535;9;45;3457;1156;1704;435;1760;327;551;1243;939;885;746;70;231;91;88;210;853;3207;2303;20111031
AT1;AT13;AT130;91400;91407;1544;1486;58;58;710;409;339;28;2;2;1498;42;167;389;955;33;309;870;335;23;7;1467;77;1522;22;1538;6;1544;0;1446;71;21;6;0;0;1544;0;0;0;1544;0;0;0;0;1544;0;0;0;0;0;0;0;0;42;562;940;0;20111031
AT1;AT13;AT130;91400;91408;2253;1899;354;354;833;592;447;27;535;198;1420;100;212;225;1555;261;315;497;834;417;190;2182;71;2221;32;2220;33;2252;1;2132;65;23;33;591;76;1571;0;15;1030;661;403;159;183;162;697;566;260;142;52;98;93;599;80;214;882;429;49;20111031
AT1;AT13;AT130;91400;91409;183;11;172;172;6;1;4;0;3;1;41;138;167;4;9;3;167;7;5;3;1;183;0;183;0;183;0;183;0;183;0;0;0;4;0;4;166;9;7;172;4;0;6;0;1;0;166;0;0;0;10;8;2;7;0;0;166;20111031
AT1;AT13;AT130;91400;91410;4751;3732;1019;1019;1726;1124;850;32;942;835;2685;289;566;740;3112;333;920;895;1685;1001;250;4554;197;4605;146;4656;95;4743;8;4385;157;114;95;942;78;3685;1;45;2738;871;748;394;881;525;584;852;892;479;230;101;207;952;90;256;1444;1345;664;20111031
AT1;AT13;AT130;91400;91411;4186;2803;1383;1383;907;953;892;51;3151;232;413;390;515;391;2326;954;768;326;970;1221;901;3840;346;3966;220;4102;84;4181;5;3629;281;192;84;3337;406;358;47;38;3945;58;96;87;44;1045;806;608;519;429;371;154;210;3353;412;253;94;27;47;20111031
AT1;AT13;AT130;91400;91412;3324;2561;763;763;949;832;735;45;1231;743;1127;223;173;319;2224;608;298;410;1012;1083;521;3050;274;3246;78;3241;83;3312;12;2984;209;48;83;1351;220;1676;2;75;2590;218;386;130;597;222;178;466;534;634;432;121;140;1385;240;464;795;353;87;20111031
AT1;AT13;AT130;91500;91501;6211;5530;681;681;2858;1457;1135;80;67;696;5123;325;773;1504;3688;246;1868;1719;2114;444;66;5838;373;5869;342;5760;451;6191;20;5336;219;205;451;3;2;6028;82;96;2898;1832;759;722;2155;1570;843;432;502;119;266;324;0;7;14;54;371;3187;2578;20111031
AT1;AT13;AT130;91500;91502;5661;4699;962;962;2257;1298;1059;85;175;472;4591;423;913;1363;3197;188;2026;1433;1558;536;108;5089;572;5132;529;4207;1454;5609;52;3933;179;95;1454;5;6;5505;27;118;4333;511;163;654;4623;241;5;96;178;147;249;22;100;14;12;78;667;2586;2304;20111031
AT1;AT13;AT130;91500;91503;6389;5370;1019;1019;2490;1398;1348;134;151;596;5115;527;734;1345;4080;230;1632;1570;2349;688;150;5832;557;5963;426;5127;1262;6328;61;4843;203;81;1262;9;12;6109;132;127;4638;726;298;727;4305;363;167;239;464;239;213;183;216;25;32;199;867;3470;1796;20111031
AT1;AT13;AT130;91500;91504;4278;3672;606;606;1776;956;857;83;83;419;3513;263;576;989;2597;116;1312;1073;1425;396;72;3881;397;3968;310;3448;830;4254;24;3197;175;76;830;8;2;4181;20;67;2668;686;289;635;2679;330;81;260;413;183;128;0;204;19;4;87;450;2285;1433;20111031
AT1;AT13;AT130;91500;91505;5874;4973;901;901;2261;1422;1168;122;148;854;4400;472;707;1087;3889;191;1406;1477;2196;699;96;5500;374;5584;290;5042;832;5837;37;4815;164;63;832;15;24;5699;80;56;3785;1438;331;320;2775;230;370;867;936;420;86;91;99;25;26;204;831;3176;1612;20111031
AT1;AT13;AT130;91500;91506;8237;7046;1191;1191;3439;1845;1645;117;159;896;6631;551;1501;1827;4719;190;2873;2240;2525;503;96;7302;935;7564;673;6281;1956;8154;83;5805;365;111;1956;7;4;8182;14;30;6014;1005;546;672;5325;430;684;267;700;349;312;77;93;12;6;112;731;3938;3438;20111031
AT1;AT13;AT130;91500;91507;4815;4324;491;491;2208;1245;820;51;97;178;4332;208;515;1062;3126;112;1377;1575;1416;400;47;4557;258;4524;291;4360;455;4806;9;4081;121;158;455;38;10;4761;4;2;1692;2184;673;266;1445;1791;449;449;163;205;266;22;25;40;14;40;647;2372;1702;20111031
AT1;AT13;AT130;91600;91601;8191;6787;1404;1404;3380;1760;1511;136;222;1677;5591;701;1177;1778;5025;211;2385;2175;2784;733;114;7477;714;7651;540;6687;1504;8112;79;6302;277;108;1504;13;20;7975;5;178;6714;503;477;497;4780;267;785;992;766;335;172;42;52;23;26;244;1516;4334;2048;20111031
AT1;AT13;AT130;91600;91602;4574;3883;691;691;1818;1053;914;98;147;425;3656;346;972;914;2542;146;1749;1096;1295;357;77;3961;613;4087;487;3166;1408;4518;56;2901;193;72;1408;1;10;4463;26;74;3600;299;190;485;3660;101;112;159;127;183;103;74;55;8;18;115;664;2242;1527;20111031
AT1;AT13;AT130;91600;91603;7101;6240;861;861;3043;1780;1297;120;53;500;5835;713;1147;1502;4361;91;2061;2258;2364;368;50;6810;291;6798;303;6565;536;7080;21;6241;161;163;536;6;8;7006;22;59;1701;3825;1183;392;1519;1497;1955;661;510;151;675;75;58;13;12;33;405;4314;2324;20111031
AT1;AT13;AT130;91600;91604;4744;4089;655;655;1971;1133;922;63;93;803;3556;292;671;871;3061;141;1175;1157;1855;491;66;4440;304;4510;234;4160;584;4712;32;4001;114;45;584;10;10;4682;0;42;2880;634;844;386;1861;54;314;725;528;646;304;147;165;19;18;90;544;2540;1533;20111031
AT1;AT13;AT130;91600;91605;8956;7693;1263;1263;3757;2092;1745;99;264;1279;6716;697;1568;1636;5521;231;2791;2196;3046;816;107;8171;785;8298;658;7130;1826;8885;71;6712;274;144;1826;13;30;8634;9;270;5714;723;1677;842;4760;736;467;519;939;571;384;460;120;29;56;263;969;3630;4009;20111031
AT1;AT13;AT130;91600;91606;5749;5137;612;612;2496;1381;1157;103;103;744;4628;274;699;1357;3489;204;1803;1192;1948;707;99;5462;287;5410;339;5191;558;5732;17;4910;106;175;558;36;26;5650;14;23;2249;2911;255;334;1425;1810;162;1081;63;708;214;168;118;47;32;98;914;3198;1460;20111031
AT1;AT13;AT130;91600;91607;6117;5155;962;962;2494;1527;1073;61;87;530;5257;243;853;1225;3885;154;1716;1483;2126;749;43;5675;442;5672;445;5276;841;6089;28;4966;174;136;841;21;4;6070;0;22;2839;1319;1381;578;2393;471;1065;375;818;229;253;168;345;27;6;43;594;2726;2721;20111031
AT1;AT13;AT130;91600;91608;2585;1722;863;863;791;580;337;14;913;66;1378;228;544;375;1552;114;912;617;757;223;76;2536;49;2479;106;2556;29;2580;5;2431;36;89;29;1245;36;1116;178;10;1075;941;533;36;210;584;473;581;281;139;87;45;185;1253;38;37;283;385;589;20111031
AT1;AT13;AT130;91600;91609;3273;2581;692;692;1134;836;591;20;822;577;1633;241;294;345;2243;391;469;542;1137;713;412;3204;69;3221;52;3252;21;3270;3;3157;56;39;21;864;172;2223;1;13;1871;48;1232;122;243;291;543;852;224;392;408;163;157;871;176;591;957;554;124;20111031
AT1;AT13;AT130;91600;91610;6049;4968;1081;1081;2343;1288;1230;107;129;383;5146;391;1547;1302;3065;135;2832;1419;1425;309;64;5189;860;5291;758;3893;2156;5945;104;3536;248;109;2156;2;6;5963;7;71;4588;738;185;538;4764;676;182;0;250;108;59;10;0;8;10;63;755;2926;2287;20111031
AT1;AT13;AT130;91700;91701;6457;5248;1209;1209;2559;1466;1146;77;293;839;4909;416;1060;1258;3834;305;2111;1470;2026;722;128;5739;718;5930;527;4955;1502;6386;71;4614;260;81;1502;24;34;6310;17;72;5127;251;641;438;4232;177;323;263;620;468;169;143;62;44;42;329;1050;2925;2067;20111031
AT1;AT13;AT130;91700;91702;8344;6808;1536;1536;3267;1852;1574;115;271;1326;6157;590;1108;1726;5191;319;2149;2151;2996;860;188;7664;680;7882;462;7195;1149;8272;72;6722;330;143;1149;23;56;8122;24;119;6328;1141;386;489;4281;453;796;724;929;696;252;120;93;41;80;354;1274;4595;2000;20111031
AT1;AT13;AT130;91700;91703;10200;8447;1753;1753;4074;2335;1907;131;224;1400;7976;600;1437;2000;6376;387;2952;2561;3562;996;129;9409;791;9545;655;8607;1593;10143;57;8071;328;208;1593;12;22;9867;70;229;5782;1930;1214;1274;4790;1425;669;867;840;703;299;497;110;30;28;236;1456;5133;3317;20111031
AT1;AT13;AT130;91700;91704;2300;1642;658;658;673;545;401;23;883;213;1000;204;385;286;1330;299;497;335;738;455;275;2213;87;2209;91;2238;62;2294;6;2109;66;63;62;930;100;1242;3;25;1556;541;57;146;175;331;286;323;202;398;249;131;205;938;108;283;289;397;285;20111031
AT1;AT13;AT130;91700;91705;3918;2820;1098;1098;1182;838;751;49;1330;758;1607;223;438;493;2425;562;713;701;1215;784;505;3732;186;3758;160;3836;82;3911;7;3570;143;123;82;1500;136;2249;0;33;2576;766;430;146;430;525;820;769;418;326;334;174;122;1511;140;303;948;851;165;20111031
AT1;AT13;AT130;91700;91706;1627;1135;492;492;482;337;307;9;598;346;584;99;335;221;869;202;470;251;374;342;190;1532;95;1563;64;1589;38;1623;4;1463;80;46;38;671;40;813;84;19;1141;228;86;172;201;170;399;178;302;148;149;39;41;675;42;92;430;254;134;20111031
AT1;AT13;AT130;91800;91801;1278;971;307;307;448;284;223;16;187;457;490;144;32;99;871;276;57;128;371;372;350;1255;23;1262;16;1251;27;1277;1;1226;15;10;27;73;80;1110;1;14;1162;43;3;70;476;62;262;208;111;85;42;32;0;81;84;325;434;354;0;20111031
AT1;AT13;AT130;91800;91802;8783;6922;1861;1861;3399;1926;1539;58;280;1243;6550;710;706;1384;5931;762;1525;1660;3075;1939;584;8155;628;8280;503;7871;912;8743;40;7281;342;248;912;18;28;8515;152;70;6553;970;222;1038;6248;779;335;550;400;192;79;105;95;29;38;298;1718;4606;2094;20111031
AT1;AT13;AT130;91800;91803;9645;7669;1976;1976;3961;2047;1570;91;319;1451;7037;838;1321;1918;6005;401;2611;2574;3149;1039;272;8854;791;9015;630;8099;1546;9570;75;7568;347;184;1546;14;30;9369;53;179;7071;1248;357;969;5828;928;761;541;673;418;143;291;62;32;52;366;2001;5361;1833;20111031
AT1;AT13;AT130;91800;91804;6041;4820;1221;1221;2515;1268;994;43;435;996;4164;446;519;1008;3996;518;1156;1313;1990;1149;433;5776;265;5797;244;5769;272;6034;7;5428;178;163;272;151;166;5645;4;75;3886;1262;445;448;2658;881;988;501;416;198;215;149;35;168;176;611;2079;2516;491;20111031
AT1;AT13;AT130;91800;91805;5157;3950;1207;1207;1645;1128;1122;55;1090;1358;2261;448;297;515;3414;931;570;652;1600;1353;982;5038;119;5093;64;5104;53;5154;3;4964;99;41;53;1005;188;3906;7;51;3711;496;304;646;863;572;781;1010;771;441;353;135;231;1022;198;795;1799;993;350;20111031
AT1;AT13;AT130;91900;91901;3592;2859;733;733;1320;837;670;32;650;776;1837;329;280;471;2349;492;451;826;966;801;548;3429;163;3512;80;3489;103;3581;11;3332;115;42;103;575;248;2609;17;143;2376;668;313;235;817;160;744;503;640;272;184;134;138;603;268;466;1180;827;248;20111031
AT1;AT13;AT130;91900;91902;5647;4946;701;701;2410;1575;894;67;47;696;4557;347;642;937;3940;128;1206;1839;2125;430;47;5432;215;5452;195;5422;225;5636;11;5174;124;124;225;13;4;5601;5;24;1886;2495;932;334;753;1583;1265;645;885;488;5;4;19;16;6;42;376;2975;2232;20111031
AT1;AT13;AT130;91900;91903;246;183;63;63;127;38;18;0;9;41;171;25;122;34;85;5;123;31;76;14;2;246;0;246;0;246;0;246;0;246;0;0;0;4;0;129;110;3;56;3;110;77;5;1;1;0;1;0;238;0;0;7;0;3;0;0;236;20111031
AT1;AT13;AT130;91900;91904;8512;6905;1607;1607;3554;1882;1385;84;210;1688;5887;727;811;1442;5634;625;1613;1748;3094;1501;556;8136;376;8284;228;8176;336;8501;11;7773;264;139;336;51;50;8284;30;97;4965;2021;444;1082;2880;1073;1809;1107;512;491;372;205;63;68;62;284;1590;4541;1967;20111031
AT1;AT13;AT130;91900;91905;4143;3464;679;679;1677;964;769;54;316;948;2593;286;408;549;2619;567;669;952;1188;762;572;4055;88;4106;37;4116;27;4139;4;4011;80;25;27;287;92;3674;17;73;2254;1305;296;288;536;376;1693;437;423;130;197;156;195;305;102;407;1820;1253;256;20111031
AT1;AT13;AT130;91900;91906;2894;2294;600;600;1013;640;598;43;633;737;1223;301;158;223;1864;649;243;289;846;771;745;2842;52;2852;42;2860;34;2890;4;2787;46;27;34;719;178;1916;7;74;2161;160;317;256;473;335;472;959;260;157;103;68;67;744;192;630;921;362;45;20111031
AT1;AT13;AT130;91900;91907;1717;1351;366;366;567;401;357;26;332;479;734;172;131;138;1130;318;177;229;527;418;366;1675;42;1697;20;1699;18;1716;1;1655;33;11;18;269;156;1228;3;61;1317;134;191;75;402;82;86;538;213;115;188;25;68;285;166;336;696;234;0;20111031
AT1;AT13;AT130;91900;91908;7688;6590;1098;1098;3375;1815;1336;64;218;1459;5351;660;742;1412;5165;369;1461;1819;3059;1113;236;7487;201;7491;197;7443;245;7683;5;7172;147;124;245;80;58;7336;124;90;3784;2673;797;434;1430;725;1210;1882;648;1041;502;158;92;92;64;246;1876;3757;1653;20111031
AT1;AT13;AT130;91900;91909;2382;1767;615;615;820;479;436;32;198;750;1216;218;245;220;1422;495;325;284;630;519;624;2349;33;2369;13;2351;31;2381;1;2317;29;5;31;95;108;2128;2;49;1923;217;90;152;792;186;445;451;200;57;67;80;104;106;116;431;806;651;272;20111031
AT1;AT13;AT130;91900;91910;5089;3888;1201;1201;1601;1217;1015;55;1099;955;2480;555;451;525;3360;753;637;925;1668;1077;782;4934;155;4985;104;5035;54;5082;7;4834;120;81;54;1548;242;3086;107;106;2777;1252;722;338;297;635;456;1495;728;571;349;314;244;1573;254;609;1519;1022;112;20111031
AT1;AT13;AT130;92000;92001;4098;3959;139;139;1791;1051;1043;74;15;89;3893;101;404;1088;2555;51;1080;1313;1190;508;7;4028;70;3938;160;3992;106;4096;2;3816;51;125;106;7;2;4085;0;4;791;2823;288;196;239;1317;1197;262;2;1;590;219;271;9;4;4;19;1845;2217;20111031
