Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Housing units in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT1;AT13;AT130;92000;92002;8521;7440;1081;1081;3622;1966;1707;145;106;1044;6918;453;1383;2139;4838;161;3017;2118;2699;635;52;7864;657;7904;617;7129;1392;8469;52;6652;256;221;1392;2;0;8463;10;46;4227;2041;1496;757;3143;1614;790;841;724;130;602;54;623;11;4;8;74;2160;6264;20111031
AT1;AT13;AT130;92000;92003;7673;6397;1276;1276;2927;1802;1523;145;157;1467;5515;534;1041;1543;4891;198;2136;2004;2618;822;93;6907;766;7228;445;6366;1307;7634;39;5936;308;122;1307;7;10;7634;11;11;5811;708;469;685;4582;216;626;527;683;644;193;12;190;17;12;15;341;2337;4951;20111031
AT1;AT13;AT130;92000;92004;4696;3972;724;724;1751;1126;1007;88;22;561;3968;145;614;942;3073;67;1090;1052;1880;658;16;4605;91;4644;52;4516;180;4692;4;4457;46;13;180;8;2;4207;454;25;951;1734;1342;669;417;107;639;1030;1231;237;755;171;109;12;2;4;48;1202;3428;20111031
AT1;AT13;AT130;92000;92005;6398;5376;1022;1022;2522;1465;1279;110;126;797;5018;457;974;1290;3987;147;1992;1645;2267;430;64;5684;714;5869;529;5151;1247;6336;62;4671;349;131;1247;5;2;6371;6;14;4732;1011;169;486;4258;235;376;879;240;40;304;50;16;9;4;58;518;2613;3196;20111031
AT1;AT13;AT130;92000;92006;4666;4195;471;471;1944;1282;874;95;25;748;3579;314;508;855;3237;66;1000;1543;1856;257;10;4448;218;4525;141;4342;324;4651;15;4179;112;51;324;3;0;4649;0;14;1742;2455;315;154;686;310;903;2158;129;158;154;105;63;6;4;3;71;1829;2753;20111031
AT1;AT13;AT130;92000;92007;6762;6243;519;519;2779;1856;1464;144;44;759;5681;278;597;1271;4819;75;1234;2238;2704;566;20;6521;241;6471;291;6408;354;6752;10;6075;149;184;354;7;0;6745;2;8;2089;2831;1299;543;975;1303;625;1539;812;218;647;37;606;13;4;9;137;3116;3483;20111031
AT1;AT13;AT130;92000;92008;3179;2760;419;419;1275;853;582;50;38;731;2207;203;382;617;2110;70;821;709;1359;268;22;2979;200;3056;123;2799;380;3168;11;2705;77;17;380;1;2;3172;0;4;2040;30;1027;82;1269;72;0;772;662;236;1;26;141;5;2;7;23;553;2589;20111031
AT1;AT13;AT130;92100;92101;720;540;180;180;160;170;196;14;469;47;152;52;84;49;447;140;69;73;193;239;146;670;50;696;24;694;26;717;3;659;26;9;26;491;86;118;0;25;596;49;66;9;178;65;79;62;38;56;153;39;50;509;90;40;51;30;0;20111031
AT1;AT13;AT130;92100;92102;3338;3105;233;233;1090;914;1049;52;619;272;2332;115;151;370;2392;425;218;408;1484;1004;224;3271;67;3310;28;3276;62;3334;4;3222;42;12;62;791;96;2414;1;36;1241;527;1554;16;310;160;118;101;90;59;2050;210;240;808;100;106;508;577;1239;20111031
AT1;AT13;AT130;92100;92103;2439;2258;181;181;569;793;863;33;311;14;2060;54;64;183;1833;359;107;154;981;1069;128;2422;17;2429;10;2436;3;2439;0;2409;17;10;3;717;140;1566;4;12;415;1009;1013;2;2;31;56;84;80;1354;747;31;54;723;144;185;631;348;408;20111031
AT1;AT13;AT130;92100;92104;2189;1767;422;422;569;648;516;34;1056;63;948;122;199;173;1452;365;265;272;785;650;217;2129;60;2121;68;2174;15;2188;1;2057;56;61;15;1337;112;736;0;4;1265;520;366;38;5;246;137;855;263;172;197;153;161;1339;114;72;378;286;0;20111031
AT1;AT13;AT130;92100;92105;8043;7605;438;438;2536;2557;2207;305;701;379;6800;163;351;518;6674;500;497;939;4689;1737;181;7975;68;8022;21;8030;13;8039;4;7955;59;16;13;1120;70;6838;2;13;1207;5891;921;24;11;105;117;2781;3759;746;149;191;184;1129;76;50;708;2391;3689;20111031
AT1;AT13;AT130;92100;92106;475;382;93;93;143;118;115;6;199;79;151;46;37;56;305;77;83;58;146;136;52;449;26;459;16;447;28;474;1;426;15;6;28;178;40;235;0;22;437;7;24;7;147;22;39;59;107;6;29;52;14;191;46;52;95;91;0;20111031
AT1;AT13;AT130;92100;92107;1875;1638;237;237;728;516;375;19;274;338;1174;89;201;315;1260;99;308;374;809;310;74;1809;66;1842;33;1803;72;1869;6;1744;44;15;72;310;24;1524;1;16;1062;270;485;58;253;78;179;336;329;78;209;168;245;318;26;38;396;334;763;20111031
AT1;AT13;AT130;92100;92108;1547;1205;342;342;420;465;293;27;487;45;962;53;178;208;1117;44;287;348;658;235;19;1538;9;1521;26;1526;21;1546;1;1499;7;20;21;611;10;912;0;14;687;664;187;9;56;10;11;136;601;301;300;25;107;613;14;8;202;619;91;20111031
AT1;AT13;AT130;92100;92109;3445;3197;248;248;1171;1104;872;50;690;150;2459;146;268;336;2428;413;251;667;957;1284;286;3384;61;3409;36;3408;37;3445;0;3329;52;27;37;827;134;2475;1;8;1000;2372;9;64;75;383;134;952;288;1515;50;26;22;836;134;21;533;984;937;20111031
AT1;AT13;AT130;92100;92110;3262;2878;384;384;1666;726;453;33;295;64;2787;116;835;970;1404;53;1662;544;843;190;23;3180;82;2932;330;3152;110;3256;6;2807;52;293;110;365;52;2833;0;12;493;2312;427;30;119;427;1976;141;366;77;42;44;70;371;54;134;1661;649;393;20111031
AT1;AT13;AT130;92100;92111;2261;2046;215;215;812;545;649;40;177;317;1679;88;97;297;1729;138;184;346;1207;437;87;2227;34;2223;38;2191;70;2258;3;2169;13;9;70;158;50;2020;3;30;686;462;861;252;207;37;160;114;112;70;1161;184;216;177;58;101;294;668;963;20111031
AT1;AT13;AT130;92100;92112;3104;2856;248;248;808;829;1117;102;458;56;2496;94;128;256;2538;182;254;392;1787;575;96;3076;28;3058;46;3066;38;3099;5;3017;18;31;38;535;48;2516;0;5;734;2035;332;3;147;300;47;373;1461;51;175;247;303;538;50;104;400;540;1472;20111031
AT1;AT13;AT130;92100;92113;2278;2071;207;207;718;648;687;18;585;214;1376;103;45;246;1777;210;66;256;928;795;233;2233;45;2263;15;2262;16;2277;1;2217;36;9;16;591;118;1547;1;21;1163;169;884;62;205;88;55;110;227;67;266;166;1094;602;126;245;263;561;481;20111031
AT1;AT13;AT130;92100;92114;2820;2663;157;157;1339;813;467;44;154;69;2476;121;250;425;2058;87;489;1085;1052;133;61;2618;202;2810;10;2806;14;2820;0;2599;199;8;14;162;30;2616;0;12;372;2025;304;119;44;42;1041;785;811;71;13;5;8;166;38;72;1810;601;133;20111031
AT1;AT13;AT130;92100;92115;2244;2098;146;146;882;684;505;27;176;150;1853;65;114;194;1779;157;152;458;1184;396;54;2218;26;2228;16;2226;18;2243;1;2203;17;6;18;201;52;1986;0;5;684;1051;497;12;62;51;74;1071;56;41;163;331;395;206;52;45;281;608;1052;20111031
AT1;AT13;AT130;92100;92116;1775;1533;242;242;504;590;419;20;982;183;487;123;69;79;1307;320;92;115;666;614;288;1693;82;1743;32;1754;21;1769;6;1669;68;17;21;1124;128;505;0;18;1339;59;367;10;45;252;154;167;326;499;194;87;51;1130;128;87;275;155;0;20111031
AT1;AT13;AT130;92100;92117;3932;3437;495;495;1714;1036;633;54;229;87;3490;126;554;775;2554;49;1142;1505;1139;120;26;3830;102;3721;211;3865;67;3928;4;3592;83;190;67;270;18;3637;0;7;549;3149;208;26;90;1231;1304;980;67;112;105;26;17;272;18;109;723;2530;280;20111031
AT1;AT13;AT130;92100;92118;4083;3540;543;543;1636;1073;784;47;154;610;3060;259;512;755;2663;153;1053;946;1579;404;101;3894;189;3877;206;3654;429;4051;32;3498;89;67;429;45;42;3961;2;33;2048;842;1041;152;1223;335;594;863;262;418;123;37;228;57;50;212;989;2297;478;20111031
AT1;AT13;AT130;92100;92119;1647;1434;213;213;598;455;345;36;169;101;1268;109;132;201;1257;57;222;217;868;304;36;1581;66;1592;55;1554;93;1647;0;1503;26;25;93;199;20;1412;4;12;592;362;687;6;238;115;37;249;58;743;12;46;149;202;20;82;234;432;677;20111031
AT1;AT13;AT130;92100;92120;898;828;70;70;394;224;204;6;18;89;762;29;72;206;604;16;172;200;454;61;11;883;15;876;22;842;56;895;3;828;9;5;56;9;10;867;0;12;325;24;55;494;357;6;17;85;1;1;222;71;138;14;12;9;41;319;503;20111031
AT1;AT13;AT130;92100;92121;3981;3442;539;539;1860;908;621;53;50;455;3192;284;510;1051;2348;72;1383;1067;1283;206;42;3771;210;3699;282;3657;324;3972;9;3386;100;171;324;19;10;3928;0;24;1311;1708;802;160;1009;1334;639;641;141;35;118;2;62;24;14;32;424;2128;1359;20111031
AT1;AT13;AT130;92100;92122;5027;4257;770;770;1950;1397;852;58;321;1014;3347;345;432;723;3710;162;769;1084;2192;854;128;4884;143;4873;154;4764;263;5013;14;4618;86;60;263;267;20;4578;25;137;2421;826;1561;219;847;155;864;981;900;911;73;199;97;280;32;122;553;2306;1734;20111031
AT1;AT13;AT130;92100;92123;6228;5276;952;952;2566;1600;1041;69;169;1957;3570;532;636;1046;4375;171;1146;1611;2803;573;95;5992;236;6035;193;5782;446;6203;25;5623;119;40;446;35;42;6030;48;73;4206;763;791;468;1249;141;815;1577;1264;325;380;164;313;46;52;117;721;3214;2078;20111031
AT1;AT13;AT130;92100;92124;1909;1717;192;192;674;589;436;18;305;264;1260;80;120;215;1475;99;180;282;969;396;82;1875;34;1888;21;1882;27;1909;0;1842;25;15;27;345;42;1441;66;15;820;309;682;98;91;80;48;54;382;634;133;107;380;407;44;32;112;510;804;20111031
AT1;AT13;AT130;92100;92125;2146;1992;154;154;689;594;670;39;310;317;1459;60;79;293;1635;139;124;264;1040;616;102;2088;58;2121;25;2130;16;2141;5;2070;41;19;16;375;46;1666;1;58;780;484;782;100;46;206;72;29;19;22;1025;234;493;380;46;61;305;627;727;20111031
AT1;AT13;AT130;92100;92126;4018;3515;503;503;1641;1057;789;28;89;361;3436;132;379;588;2798;253;760;1160;1594;458;46;3928;90;3871;147;3977;41;4015;3;3787;52;138;41;47;28;3786;135;22;810;1632;991;585;237;1133;108;432;306;468;677;535;122;59;36;86;339;2128;1370;20111031
AT1;AT13;AT130;92100;92127;891;645;246;246;223;212;195;15;683;44;91;73;84;58;566;183;107;80;226;286;192;823;68;853;38;866;25;887;4;799;45;22;25;694;122;66;1;8;817;39;4;31;21;142;178;115;96;101;93;78;67;701;124;66;0;0;0;20111031
AT1;AT13;AT130;92100;92128;169;138;31;31;65;40;27;6;23;1;142;3;24;47;95;3;75;41;45;6;2;149;20;162;7;139;30;169;0;132;5;2;30;15;0;153;0;1;152;2;14;1;65;74;0;0;0;15;3;4;8;16;0;0;0;61;92;20111031
AT1;AT13;AT130;92100;92129;230;82;148;148;18;34;30;0;185;1;24;20;155;19;51;5;174;4;45;5;2;230;0;204;26;205;25;230;0;184;0;21;25;230;0;0;0;0;216;11;1;2;0;2;16;26;11;6;0;33;136;230;0;0;0;0;0;20111031
AT1;AT13;AT130;92100;92130;16;5;11;11;4;0;1;0;7;0;4;5;3;1;11;1;3;1;6;5;1;16;0;16;0;15;1;16;0;15;0;0;1;0;2;4;0;10;10;0;0;6;7;0;0;1;5;2;1;0;0;8;4;4;0;0;0;20111031
AT1;AT13;AT130;92200;92201;972;850;122;122;246;280;308;16;521;139;259;53;27;47;709;189;25;134;194;473;146;900;72;960;12;961;11;968;4;895;60;6;11;642;54;261;0;15;766;48;151;7;70;129;47;81;55;112;250;108;120;650;58;107;17;24;116;20111031
AT1;AT13;AT130;92200;92202;1806;1613;193;193;331;441;794;47;975;65;697;69;76;111;1221;398;132;151;588;742;193;1743;63;1801;5;1801;5;1804;2;1741;57;3;5;1219;58;514;2;13;1341;67;382;16;57;42;60;65;54;170;200;308;850;1227;62;91;98;206;122;20111031
AT1;AT13;AT130;92200;92203;847;598;249;249;174;232;187;5;691;35;62;59;65;68;567;147;93;111;228;286;129;768;79;828;19;840;7;841;6;758;69;13;7;784;30;25;1;7;815;8;4;20;6;52;85;98;127;178;167;90;44;792;30;17;8;0;0;20111031
AT1;AT13;AT130;92200;92204;2012;1676;336;336;510;556;582;28;1173;43;714;82;122;169;1411;310;155;182;777;664;234;1912;100;1979;33;1995;17;2005;7;1891;80;24;17;1282;50;666;1;13;1311;17;666;18;8;148;96;145;235;235;735;215;195;1296;50;19;233;376;38;20111031
AT1;AT13;AT130;92200;92205;2428;2188;240;240;663;713;777;35;942;241;1161;84;73;229;1843;283;157;202;1064;847;158;2388;40;2423;5;2427;1;2428;0;2386;37;4;1;1382;60;978;0;8;1316;38;1040;34;9;155;20;47;84;172;1468;213;260;1390;60;98;483;397;0;20111031
AT1;AT13;AT130;92200;92206;4756;4607;149;149;1336;1467;1650;154;737;49;3870;100;156;268;3917;415;214;363;2635;1401;143;4687;69;4740;16;4748;8;4756;0;4677;62;9;8;1205;40;3504;0;7;810;2939;531;476;24;250;389;120;2224;1004;321;288;136;1210;42;278;661;622;1943;20111031
AT1;AT13;AT130;92200;92207;2218;2006;212;212;590;683;702;31;822;229;1061;106;45;125;1589;459;64;202;827;872;253;2120;98;2206;12;2215;3;2216;2;2114;92;9;3;1184;124;900;0;10;1197;56;948;17;9;180;85;182;306;149;916;112;279;1188;130;144;409;174;173;20111031
AT1;AT13;AT130;92200;92208;7101;6614;487;487;2178;2028;2215;193;536;521;5839;205;364;751;5629;357;558;964;4005;1445;129;7020;81;7070;31;7065;36;7094;7;6986;61;18;36;796;76;6159;0;70;1772;2725;2543;61;103;128;186;469;3179;1673;217;125;1021;823;96;148;354;651;5029;20111031
AT1;AT13;AT130;92200;92209;6611;6066;545;545;2311;1901;1726;128;498;467;5308;338;460;665;5170;316;593;1172;3750;915;181;6556;55;6572;39;6556;55;6607;4;6516;26;14;55;544;96;5772;185;14;1410;2945;1959;297;159;73;205;1841;1771;1013;1055;141;353;558;96;102;1145;2751;1959;20111031
AT1;AT13;AT130;92200;92210;3450;3127;323;323;1404;858;829;36;235;199;2804;212;132;427;2432;459;392;624;1678;643;113;3423;27;3443;7;3443;7;3446;4;3418;24;1;7;302;38;3099;1;10;435;657;1588;770;25;74;257;287;443;93;640;1139;492;311;40;23;178;468;2430;20111031
AT1;AT13;AT130;92200;92211;6821;5862;959;959;2883;1807;1124;48;321;981;5192;327;704;1278;4590;249;1649;1835;2620;615;102;6647;174;6619;202;6528;293;6812;9;6308;98;122;293;280;26;6482;1;32;2367;2246;1273;935;873;1302;722;870;983;398;998;477;198;290;36;54;332;3041;3068;20111031
AT1;AT13;AT130;92200;92212;1627;1360;267;267;435;420;445;60;534;58;964;71;98;140;1222;167;167;176;627;534;123;1549;78;1593;34;1570;57;1621;6;1496;52;22;57;555;76;984;0;12;768;555;297;7;206;168;77;64;635;45;290;50;92;559;78;41;40;62;847;20111031
AT1;AT13;AT130;92200;92213;3568;3333;235;235;1516;1058;716;43;30;468;2921;149;179;571;2740;78;541;773;1846;388;20;3531;37;3467;101;3494;74;3561;7;3403;19;72;74;6;8;3440;0;114;993;2024;477;74;248;502;39;1510;563;180;144;27;355;17;16;49;122;1321;2043;20111031
AT1;AT13;AT130;92200;92214;2436;2374;62;62;846;870;626;32;60;50;2292;34;50;192;2031;163;86;460;1406;428;56;2379;57;2417;19;2435;1;2436;0;2363;54;18;1;1461;6;963;0;6;275;775;1386;0;7;1202;340;352;22;148;5;8;352;1465;8;58;326;345;234;20111031
AT1;AT13;AT130;92200;92215;4380;4177;203;203;1727;1432;951;67;249;69;3913;149;257;355;3599;169;410;761;2765;326;118;4306;74;4335;45;4330;50;4375;5;4247;52;31;50;348;50;3966;0;16;514;2798;944;124;125;288;249;2866;345;160;259;16;72;358;52;88;1430;882;1570;20111031
AT1;AT13;AT130;92200;92216;590;544;46;46;189;234;113;8;63;6;494;27;8;40;521;21;24;175;320;57;14;574;16;588;2;583;7;588;2;571;12;0;7;81;4;499;0;6;108;281;189;12;14;19;35;277;149;16;14;27;39;84;4;10;187;98;207;20111031
AT1;AT13;AT130;92200;92217;1557;793;764;764;256;292;235;10;1208;79;191;79;263;259;936;99;452;238;446;343;78;1408;149;1448;109;1500;57;1547;10;1299;127;74;57;1379;22;147;0;9;1393;39;40;85;15;420;288;150;117;69;88;108;302;1386;24;6;7;29;105;20111031
AT1;AT13;AT130;92200;92218;2886;2787;99;99;1177;900;678;32;64;126;2648;48;153;382;2291;60;234;737;1445;447;23;2851;35;2881;5;2881;5;2884;2;2847;31;3;5;121;32;2730;2;1;369;1221;1292;4;8;8;62;1071;21;682;295;191;548;124;32;35;666;1167;862;20111031
AT1;AT13;AT130;92200;92219;3231;2837;394;394;1327;839;626;45;126;479;2421;205;324;563;2242;102;598;905;1323;337;68;3077;154;3126;105;2941;290;3217;14;2847;72;22;290;49;36;3095;0;51;1592;874;701;64;866;258;269;1083;157;140;146;9;303;66;44;134;430;1777;780;20111031
AT1;AT13;AT130;92200;92220;1280;1193;87;87;376;386;376;55;117;43;1074;46;66;68;971;175;86;101;717;314;62;1261;19;1269;11;1266;14;1279;1;1250;9;7;14;231;36;999;1;13;270;768;201;41;108;33;19;770;19;190;25;56;60;245;36;29;41;616;313;20111031
AT1;AT13;AT130;92200;92221;1003;896;107;107;348;281;254;13;442;62;432;67;34;179;632;158;37;92;410;323;141;969;34;995;8;1001;2;1003;0;960;33;8;2;489;68;438;0;8;745;17;237;4;7;97;97;137;62;51;43;27;482;491;74;28;67;43;300;20111031
AT1;AT13;AT130;92200;92222;3176;2491;685;685;842;711;900;38;52;8;2639;477;614;300;2115;147;642;315;1419;752;48;3149;27;3169;7;3174;2;3175;1;3144;24;6;2;749;16;2360;5;46;216;1264;1679;17;25;342;304;12;331;7;1754;77;324;754;16;171;238;592;1405;20111031
AT1;AT13;AT130;92200;92223;2125;1938;187;187;683;569;639;47;461;196;1381;87;99;268;1508;250;203;296;792;668;166;2071;54;2098;27;2069;56;2123;2;2023;34;12;56;735;54;1294;0;42;907;399;788;31;240;95;206;110;46;228;791;205;204;768;60;112;402;523;260;20111031
AT1;AT13;AT130;92200;92224;2662;2543;119;119;878;780;846;39;404;225;1988;45;47;289;2114;212;66;223;1253;1011;109;2618;44;2649;13;2654;8;2660;2;2609;35;10;8;1052;76;1522;5;7;845;205;1574;38;7;163;57;32;197;335;1331;21;519;1057;76;62;155;583;729;20111031
AT1;AT13;AT130;92200;92225;955;791;164;164;203;279;302;7;603;36;265;51;52;50;651;202;68;120;250;354;163;894;61;934;21;942;13;949;6;879;50;13;13;726;32;195;0;2;812;4;136;3;6;116;80;84;134;101;169;64;201;728;32;26;38;131;0;20111031
AT1;AT13;AT130;92200;92226;2014;1563;451;451;424;533;576;30;1478;128;286;122;111;127;1352;424;161;168;509;888;288;1794;220;1965;49;1970;44;1999;15;1764;181;25;44;1782;90;126;0;16;1774;23;160;57;8;197;325;200;200;166;528;182;208;1791;90;80;53;0;0;20111031
AT1;AT13;AT130;92200;92227;3064;2560;504;504;653;803;1066;38;1610;145;1205;104;185;269;2095;515;279;284;760;1355;386;2966;98;3036;28;3055;9;3060;4;2948;84;23;9;2243;102;703;1;15;1851;212;896;105;41;135;145;210;426;401;1002;366;338;2259;102;64;105;325;209;20111031
AT1;AT13;AT130;92200;92228;1664;1539;125;125;508;456;544;31;565;215;813;71;55;173;1209;227;106;192;576;595;195;1634;30;1653;11;1659;5;1664;0;1626;26;7;5;793;44;785;2;40;1011;97;524;32;37;123;145;90;92;118;427;234;398;810;50;99;401;256;48;20111031
AT1;AT13;AT130;92200;92229;1677;1430;247;247;396;511;491;32;1090;76;406;105;42;67;1168;400;38;81;512;725;321;1595;82;1661;16;1668;9;1675;2;1586;71;11;9;1285;84;297;2;9;1299;8;352;18;25;188;114;197;220;232;463;137;101;1294;86;35;182;80;0;20111031
AT1;AT13;AT130;92200;92230;14;7;7;7;3;2;2;0;3;1;4;6;0;1;12;1;2;2;5;4;1;14;0;14;0;14;0;14;0;14;0;0;0;3;2;7;0;2;8;6;0;0;0;0;4;1;0;0;2;6;1;5;2;7;0;0;0;20111031
AT1;AT13;AT130;92200;92231;83;38;45;45;13;15;9;1;61;5;11;6;11;4;68;0;16;9;21;25;12;83;0;81;2;82;1;83;0;81;0;1;1;75;4;0;0;4;69;8;2;4;2;10;1;11;6;14;2;2;35;75;8;0;0;0;0;20111031
AT1;AT13;AT130;92200;92232;2327;2053;274;274;936;514;565;38;48;854;1379;46;225;415;1638;49;201;451;1281;373;21;2304;23;2315;12;2325;2;2327;0;2291;22;12;2;127;4;2191;0;5;1107;37;1179;4;4;106;6;189;23;76;1784;132;7;130;6;0;0;17;2174;20111031
AT1;AT13;AT130;92300;92301;1269;1135;134;134;458;332;333;12;156;325;698;90;70;180;942;77;144;274;542;257;52;1223;46;1256;13;1240;29;1265;4;1203;35;2;29;141;42;1065;0;21;782;228;220;39;216;19;161;307;50;198;79;73;166;153;46;89;560;302;119;20111031
AT1;AT13;AT130;92300;92302;2412;2116;296;296;827;654;588;47;448;467;1323;174;151;364;1697;200;292;381;1075;491;173;2257;155;2326;86;2284;128;2386;26;2210;58;16;128;450;152;1729;1;80;1244;357;505;306;311;153;415;215;369;248;236;215;250;490;166;151;417;530;658;20111031
AT1;AT13;AT130;92300;92303;2303;1710;593;593;673;616;394;27;1357;67;737;142;294;267;1395;347;419;416;585;591;292;2239;64;2181;122;2291;12;2301;2;2114;60;117;12;1392;186;714;0;11;1613;253;422;15;12;273;671;625;224;217;163;69;49;1397;192;135;299;160;120;20111031
AT1;AT13;AT130;92300;92304;3678;3463;215;215;1396;999;1015;53;197;146;3189;146;234;349;2836;259;375;989;1805;450;59;3642;36;3662;16;3664;14;3675;3;3632;25;7;14;161;42;3398;66;11;501;1603;1253;321;151;40;83;1422;74;28;956;802;122;170;44;58;293;918;2195;20111031
AT1;AT13;AT130;92300;92305;4296;3919;377;377;1386;1268;1156;109;676;342;3050;228;179;411;3312;394;275;614;2253;945;209;4175;121;4203;93;4246;50;4286;10;4078;95;73;50;777;130;3317;0;72;1544;1208;1469;75;179;86;304;861;1449;470;469;376;102;796;138;312;763;1380;907;20111031
AT1;AT13;AT130;92300;92306;547;447;100;100;200;139;99;9;143;26;318;60;51;78;364;54;91;122;194;92;48;516;31;526;21;529;18;546;1;490;23;16;18;149;32;331;0;35;260;77;187;23;87;45;96;107;32;32;102;25;21;161;36;52;194;104;0;20111031
AT1;AT13;AT130;92300;92307;4735;4031;704;704;1697;1168;1089;77;379;647;3509;200;397;796;3316;226;856;963;2020;752;144;4514;221;4623;112;4518;217;4725;10;4385;102;31;217;390;118;4117;6;104;1739;1663;1087;246;879;214;534;666;439;473;773;540;217;416;134;254;1555;1160;1216;20111031
AT1;AT13;AT130;92300;92308;1917;1747;170;170;674;523;517;33;462;247;1115;93;87;167;1483;180;123;407;791;454;142;1877;40;1903;14;1889;28;1917;0;1844;36;9;28;448;98;1335;6;30;1027;661;193;36;70;191;100;716;129;51;258;299;103;456;104;68;244;770;275;20111031
AT1;AT13;AT130;92300;92309;3781;3098;683;683;1206;1066;780;46;1200;433;1882;266;386;404;2489;502;566;719;1388;734;374;3681;100;3677;104;3755;26;3777;4;3588;81;86;26;1308;166;2188;100;19;1886;1166;438;291;78;304;462;1324;778;453;232;62;88;1317;166;165;1025;411;697;20111031
AT1;AT13;AT130;92300;92310;2638;2473;165;165;946;913;575;39;214;291;2024;109;100;249;2093;196;166;569;1373;394;136;2603;35;2628;10;2605;33;2637;1;2586;18;1;33;245;36;2351;0;6;657;1353;416;212;117;62;82;1072;895;353;41;11;5;249;38;79;687;1373;212;20111031
AT1;AT13;AT130;92300;92311;4183;3685;498;498;1604;1186;860;35;164;943;2853;223;335;612;3033;203;547;871;1874;755;136;4068;115;4122;61;4050;133;4179;4;3980;49;21;133;107;50;3947;16;63;1936;759;1064;424;379;92;458;589;714;563;529;153;706;128;56;240;766;1782;1211;20111031
AT1;AT13;AT130;92300;92312;2816;2492;324;324;1016;727;686;63;458;513;1671;174;158;285;2023;350;379;446;1067;648;276;2739;77;2757;59;2778;38;2810;6;2684;54;40;38;533;140;2112;1;30;1272;1091;413;40;278;98;802;350;336;638;253;32;29;551;148;440;946;681;50;20111031
AT1;AT13;AT130;92300;92313;2305;2060;245;245;853;711;482;14;844;274;1024;163;59;162;1555;529;100;409;764;543;489;2270;35;2298;7;2292;13;2304;1;2258;30;4;13;896;172;1221;1;15;1364;185;736;20;125;165;312;1046;277;175;109;58;38;904;172;203;904;122;0;20111031
AT1;AT13;AT130;92300;92314;2620;2266;354;354;924;690;613;39;663;551;1206;200;138;293;1763;426;246;434;851;669;420;2556;64;2601;19;2600;20;2620;0;2528;60;12;20;629;244;1685;0;62;1733;431;283;173;347;174;485;494;290;272;304;124;130;653;256;340;801;570;0;20111031
AT1;AT13;AT130;92300;92315;1249;1060;189;189;446;340;258;16;525;159;459;106;83;102;721;343;122;139;321;306;361;1213;36;1241;8;1242;7;1249;0;1205;33;4;7;566;90;573;2;18;832;9;388;20;110;85;122;448;197;106;74;48;59;577;96;92;313;108;63;20111031
AT1;AT13;AT130;92300;92316;1179;1029;150;150;427;342;244;16;347;197;554;81;53;104;832;190;69;196;452;301;161;1128;51;1170;9;1164;15;1178;1;1116;43;5;15;363;82;717;0;17;722;132;280;45;176;63;100;314;217;58;115;54;82;369;90;133;340;148;99;20111031
AT1;AT13;AT130;92300;92317;149;104;45;45;32;35;33;4;111;8;18;12;15;9;91;34;17;12;33;61;26;140;9;149;0;147;2;149;0;138;9;0;2;108;22;0;0;19;135;3;0;11;1;18;16;28;18;19;29;11;9;117;26;0;6;0;0;20111031
AT1;AT13;AT130;92300;92318;2574;2438;136;136;747;878;793;20;278;166;2029;101;111;181;2035;247;189;321;1246;701;117;2554;20;2555;19;2569;5;2574;0;2540;14;15;5;885;98;1552;0;39;557;1170;822;25;5;85;112;364;48;1412;495;34;19;901;108;100;1067;354;44;20111031
AT1;AT13;AT130;92300;92319;5017;4904;113;113;2012;1752;1105;35;57;42;4872;46;356;428;4073;160;243;771;2306;1625;72;4990;27;5010;7;5010;7;5016;1;4987;21;2;7;46;10;4919;0;42;283;785;3949;0;20;3;256;821;2032;1300;230;1;354;49;10;6;562;557;3833;20111031
